place_id,name,business_status,wheelchair_accessible_entrance,type,rating,editorial_summary,user_ratings_total,price_level,formatted_phone_number,formatted_address,opening_hours,dine_in,delivery,"location(lat,lng)",reviews_text,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,keywords
ChIJNaqC2mV2bjQREZmy3DOVuYI,風神廟,OPERATIONAL,False,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,,300,,06 227 7540,700台灣台南市中西區民權路三段143巷8號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0635'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0635'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0635'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0635'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0635'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0635'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0635'}}], 'weekday_text': ['星期一: 06:35 – 21:00', '星期二: 06:35 – 21:00', '星期三: 06:35 – 21:00', '星期四: 06:35 – 21:00', '星期五: 06:35 – 21:00', '星期六: 06:35 – 21:00', '星期日: 06:35 – 21:00']}",,,"{'lat': 22.9971966, 'lng': 120.1957102}","['風神廟，是位於臺灣臺南市中西區的直轄市定古蹟，是全臺灣現存唯一一間主祀風神的廟宇，也是臺灣府城七寺八廟之一。\n同為直轄市定古蹟的接官亭坐落於廟埕。', '臺南風神廟是全台唯一現存主祀風神的廟宇，地處舊城區內，與西羅殿為鄰。本來廟地有前、後殿及其它建築物之分，因為日治時期為了開路就拆除了廟的後殿，而將神像全部請到前廳一起供奉。\n因為廟旁鐘樓、鼓樓於地震時有所損傷，幾年前封閉維修完成，讓石造牌樓更具時代感；\n而廟前的一座石造牌樓“ 接官亭 ”，據說是古時候官員來臺要上任時的下船之處，因為海路大船到了安平得換小船，循著河道進入市區，而接官亭就是水路終點，到此要下船換陸運，所以此地為舊時“ 五條港 ”的範圍之內。\n近年來廟前廣場不定期會舉辦 “ 風神市集 ”，可惜因疫情無法繼續；不過今年過年預計重新舉辦文創市集，集合許多年輕人共襄盛舉，好不熱鬧。\n現在正舉行風神廟首醮，光是送天師繞境就要一、二十個小時。', '位於台南市的古蹟廟宇，全台灣獨一無二的祀奉風神的廟宇，更是很多人的信仰所在，最近在舉行風神廟首醮，熱鬧非凡。', '全臺唯一奉祀風神爺的廟宇，府城七寺八廟之一，晚上搭配燈光照明很美，有「光之廟宇」美稱。感謝風神爺庇佑🙏🏻🙏🏻', '臺灣現存唯一主祀風神的廟宇，建於清乾隆4年，以保佑往來舟楫的行旅安全。大正7年因市區改正計畫，導致原有風神廟舍遭拆毀，大正13年當地士紳集資重建風神廟而成今貌。1985年指定直轄市定古蹟。\n風神廟很特別，尚有腳踩風鼓、手持斧頭鑿子的雷公，手拿明鏡的電母，以及將清朝時期廟旁的景緻納入壁畫題材，非常別緻的廟宇，旁邊設置史料館，有興趣可以前往參觀。']",,,,,,"['廟宇', '風神廟', '風神', '直轄市', '定古', '因為', '灣現', '七寺', '八廟', '接官']"
ChIJBWMQE8mwQjQR3Gp-68L6n7E,芝蘭公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.2,"{'language': 'zh-TW', 'overview': '設計時尚的海濱木棧道，沿途可見吸睛的公共藝術、酒吧和露天咖啡座。'}",4762,,02 2636 2111,252台灣新北市三芝區淡金公路& 大湖路,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.2535188, 'lng': 121.4727442}","['是一個滿愜意的海邊步道\n停車場在假日的時候是計次收費 100元停到爽\n步道可以下到海灘上\n所以如果想要體驗走在海灘上的感覺\n是可以的\n也可以碰到海水\n公共廁所好像也有可以沖洗的地方\n附近也都有蠻多商家可以買東西吃\n好像也有海邊的咖啡廳\n並且有一個突出到海面上的平台\n可以讓遊客拍照\n停車場旁邊的 木麻黃 防風林\n下面有一些平台與椅子\n是一個野餐的好地方\n有看到蠻多整家的人在那裡野餐\n再可以點餐的地方我們點了一碗雪花冰\n一碗要100元\n量是蠻多的但是普普沒有很好吃\n其他東西就是觀光地區的價位\n如果傍晚沒事其實可以去走走\n感覺挺不錯的', '沙灘蠻乾淨的，如果遇到大晴天，觀景平台視野應該會更棒~', '在淺水灣公園旁邊，有海灘可以在玩沙，踏浪， 沒有救生員，不建議遊泳。有挺多餐廳的，也有芝蘭市集可以逛，也有公共廁所可使用。適合親子，情侶的地點。', '假如評論寫的有用心有幫助，拜託隨手點讚一下唷\n芝蘭公園\n是情侶約會遊客必訪的打卡熱門新景點\n擁有「北海岸最美伸展台」美譽的海上觀景平台\n110年才興建設施新穎\n旅人可沿著水藍色的波浪長廊前行\n彷彿要走進海中央很是特別\n360度環繞遼闊視野\n不管是欣賞絕美海景及落日餘暉都很棒\n也有浪漫裝置藝術\n超大型閃亮的婚戒不要錯過了唷\n北海岸各區景點真心用心\n有詩云「初見八里愛之船、熱戀淡水情人橋\n情定三芝海上平台、婚約石門幸福鐘」\n的確到訪讓人感受滿滿幸福感阿\n推薦給旅人', '車停在淡金公路上，停車方便！藍天碧海再加上設計時尚的海濱木棧道，沿途還有公共藝術、酒吧和露天咖啡，餐廳等可全家大小到這邊拍拍照，散步品嚐在地小吃！\n靠近公路右側的店家則大部分關店無營業！']",,,,,,"['一個', '可以', '平台', '步道', '北海岸', '海邊', '停車場', '100', '海灘', '感覺']"
ChIJNQDMZ5qwQjQRUtcoUiQ92Ic,淡水南瓜隧道,OPERATIONAL,False,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,777,,02 2620 2290,251台灣新北市淡水區淡金路五段的10號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['星期一: 08:00 – 18:00', '星期二: 08:00 – 18:00', '星期三: 08:00 – 18:00', '星期四: 08:00 – 18:00', '星期五: 08:00 – 18:00', '星期六: 08:00 – 18:00', '星期日: 08:00 – 18:00']}",,,"{'lat': 25.2350893, 'lng': 121.4554292}","['2023.05.10來這裡看南瓜，沒想到平日來的人超多的，聽說到5月底就會收成，會看不到南瓜喔，所以要把握時間來看一下，入口處就有賣南瓜，一斤80元，我買一顆210元，帶回家吃看看。\n這裡的南瓜長的很特別，有各種不同的形狀，很新奇，做成南瓜隧道，南瓜垂吊掛著好漂亮喔，拍照也很好看，有很多都是我沒看過的，大開眼界了。\n婆婆說種南瓜很辛苦，腰痠背痛的，我們要小心不要去觸碰，這樣南瓜才會更好看，讓大家繼續欣賞拍照喔，這裡真的很棒，我很喜歡💕⋯⋯\n這裡也很好停車，馬路邊就能停車，不收費的。', '這裡就是個開心農場，有南瓜有玉米有小番茄有柚子有蛇瓜.........重點是開放期間免收門票、提供廁所，缺點是沒太多遮蔭的地方，有販售南瓜，目前一斤80，只開放到5月底，把握今年最後幾天了！若是有，我想給4.5顆星', '蠻大的一片地搭建了好幾條棚架隧道\n除了棚架上長滿的南瓜也有田裡的南瓜\n可以在此看到各式種類跟外型的南瓜\n很適合來此增長一下見識也很適合拍照的地方\n\n此地為老闆自己種植的免費開放給遊客參觀\n老闆有擺攤賣食用跟觀賞用的南瓜有需要的可以購買\n園內有流動公廁還蠻方便的', '免費參觀 到5月底而已 1年就開放幾天而已\n路邊好停車 有流動廁所 假日人多\n有一些裝置藝術可以拍照\n路口也有阿嬤在賣南瓜 可以買回家品嚐', '車停台2線路邊即可,農場就在路旁而已,不只有南瓜隧道,也有小小的拍照造景區,區域雖不大,還是有看頭.主人也有農產販賣,有適合需求者不妨多多捧場,畢竟是免費參觀,還有流動廁所,和設置小造景.']",,,,,,"['南瓜', '這裡', '拍照', '停車', '廁所', '免費', '參觀', '流動', '80', '路邊']"
ChIJrz9KXzCxQjQR0eDbRCm4xcc,芝蘭公園海上觀景平台,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,855,,02 2636 2111,252台灣新北市三芝區北勢子20-5號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.2539579, 'lng': 121.4725082}","['芝蘭海上觀景平台，兩年前開幕之前就造訪，兩年後再造訪，觀景平台水藍波浪長廊、超大型婚戒裝置藝術依舊，晶瑩剔透水晶玻璃，於日落時分前往，搭配不同的夕陽餘暉，景色依舊怡人；\n可惜的是原有的芝蘭公園已經擺設許多的攤販、小吃，公園不再清幽，對沿岸的景致衝擊不小，如何能創造雙贏，還有賴相關單位深思、規劃、管理！\n\n假日、年節車潮較多，開車的朋友可以停放於淺水灣停車場，沿海岸走路約5-10分鐘，平日車潮、人潮不多，車子可以停路邊白線外，部分餐廳、咖啡館有小型停車場，入內消費即可停放，各家低消、折抵不一，可以先詢問，以免糾紛，芝蘭公園內有公廁，最佳拍照時間是日落前20分鐘，海邊風浪大注意防曬、保暖！', '就是一個突出去海上的平台\n風景還不錯\n天氣好的時候很好拍\n假日人比較多\n要拍到完全沒有人的很難', '風景很漂亮，廁所乾淨，附近咖啡廳很多也有711、停車場，有許多觀景區，漲潮時可以來安全觀浪，小心被潑濕，海超美的～小商家也很可愛，配根香腸很愜意～', '紅極一時芝蘭公園，可能天候不佳遊客不多，錯過了自拍時機腳架沒帶下車', '蠻喜歡走整個淺水灣步道，尤其在天很藍海更藍的陽光天，特別美特別好拍。']",,,,,,"['芝蘭公園', '停車場', '觀景', '依舊', '許多', '車潮', '分鐘', '風景', '日落', '平台']"
ChIJfcmP9YO6QjQRUGbFqQzfRLo,淡水莊園,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",3.7,,663,,02 2628 1606,251台灣新北市淡水區興仁里前洲子20號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['星期一: 10:00 – 19:00', '星期二: 10:00 – 19:00', '星期三: 10:00 – 19:00', '星期四: 10:00 – 19:00', '星期五: 10:00 – 19:00', '星期六: 10:00 – 19:00', '星期日: 10:00 – 19:00']}",,,"{'lat': 25.21918399999999, 'lng': 121.440981}","['感覺莊園的主人有很用心的經營，植物都被照顧的很好，每個區都有不同的氛圍，非常適合取景拍照擺拍！', '有些景蠻好拍的\n但有些地方沒有維護得很好\n蚊子非常多一定要防蚊\n也有幾隻貓咪在這\n想要海邊跟棚拍一次完成的話推薦這裡', '只開放拍婚紗照的婚紗基地，沒開放給一般遊客參觀。一個團隊五人以內收3500。年久失修，許多室內棚的擺設都過於老舊被攝影師拒絕取景。收費昂貴卻不花一點心力跟金錢維修相當可惜。\n\n這裡最大的優點&最吸引人的地方是基地內就有一個海灘，不用拉車跑遠遠就可以一站式拍到室內棚又拍到海邊婚紗。\n哥德式教堂跟台北另一個基地比遜色非常多。小很多，而且只有門面，沒有室內空間可以進去拍攝。後方雖有個小水池，但這一面拍起來的教堂是空洞的，一點也不美啊....\n\n另一個海島教堂，聽說多年前是必拍熱門點。事前跟攝影師指名說要去拍，結果實際到現場，攝影師說不建議去拍，斑駁生鏽嚴重，無法修片。真的很可惜。\n\n另一個很值得一拍的場景是哥德教堂旁邊的落羽松林。林前有一灘小水池，再前面還有一個坑，跳下那個坑可以拍出超美麗的倒影。\n\n推薦必拍：落羽松林倒影、海邊夕陽。\n\n其他就不用太期待了。\n園區有幫忙代訂便當。\n可帶寵物拍照，但是沒拍照的時候要放籠子或牽繩。', '很老舊的婚紗基地 500元/1人 預約制\n海邊的貝殼隨便撿撿 組合拍照也不錯看：）', '超棒的海灘\n淡水碼頭去膩了?\n小屁孩突發奇想去海邊看看夕陽\n又不想跑太遠又可以擁有美美的海灘\n相信很多人都不知道那要去那裏???\n小屁孩運用谷歌大神找了一個很奇特的地方\n淡水莊園-是一個專門提共給新人拍攝婚紗的地點\n婚紗這件人生的大事是每對新人都非常重視又希望說嘴一輩子的\n在選擇婚紗場景上一定都會想特別又具有意義與代表性的\n在台北地區想要拍出有山有海\n大山大水有美美的藍天與大海又有黃昏日落之美\n有雍容華貴，有經典韓風，有地中海風格，有美式鄉村風\n有櫻花~有森林~有草原\n但是這些好像都可以在淡水莊園找的到\n而且重點是大台北開車不用2小時即可抵達\n不用出國不用舟車勞頓\n也不會發生人擠人 滿足新人一次的拍攝婚紗景點\n自己沒有特別進去而是繞道去了一下沙灘\n覺得很美的地點\n淡水莊園-可以讓網美進去拍拍照!\n或許可以考慮一下收個停車費100元.然後一人50元\n讓大家進去換杯飲料喝喝順便拍拍照!!!\n相信這樣莊園會更永續發展的!!!\n淡水莊園的特色有-引用自網路資料不負責的喔!!!\n水晶教堂系列\n從小就很憧憬到關島的教堂結婚拍婚紗照~因為那裡的藍天白雲珍的太美了\n水晶教堂印照在水面上的倒影，彷彿照印出兩人心中最完美的世紀婚禮\n\n大山大水系列\n淡水莊園這邊的景致很多，由期可以拍出許多自然景觀的壯闊之美\n喜歡酷酷瀟灑性格的風格，山脈的大氣最適合\n\n夢幻果凍池\n這台水上鋼琴，非常有與世隔絕的fu\n期實這是一個精心打造的果凍池\n不要說鋼琴，連國外皇室度假風的橢圓形搖椅都有喔\n\n藍天白雲燈塔\n喜歡海軍風的燈塔，不需要到墾丁，也不用到北海岸\n這邊海景加燈塔，還有藍天白雲喔\n\n歐式燈塔與落日光輝\n黃昏時刻，淡水莊園的黃昏真的美到言語無以形容，看了令人感動的黃昏\n見證兩人的愛情是天長地久!']",,,,,,"['一個', '莊園', '海邊', '婚紗', '教堂', '淡水', '拍照', '不用', '攝影師', '海灘']"
ChIJO8AV3BGxQjQRwdsY32mh-mA,Photographer Spot 07(chesterlovephotos),OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,,12,,,"45-13, 三芝區新北市台灣 25242","{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.2508097, 'lng': 121.4672125}","['很像小型版的老梅綠石槽，可以來這裡拍拍照，吹吹海風～', '會看淺水灣風景絕美', '引き潮、満ち潮で表情が大きく変わる海岸です。春から夏にかけては海藻が育って一面の緑に。\n生き物もたくさんいます。\nテトラポッドの先には釣り人もいます。', 'This place is perfect for taking photos when the weather is good. The sea breeze and the scent of the ocean fill the air. Just be careful not to fall off.', '北海岸線の、写真スポット。\n海が嫌いで海岸線沿いに設けられた道をのんびり歩ける。\n海岸では、海水浴に来ている人もいて、にぎやか。\nトイレも、駐車場のちかくにある。']",,,,,,"['海岸', '海水浴', '北海岸', '這裡', '海風', '水灣', '風景', '絕美', 'place', 'perfect']"
ChIJXwnBvBkHqjYRoASAVwPHV2c,碉莊,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,2,,,中國廣東省江門市開平市9H8J+QQG 邮政编码: 529367,,,,"{'lat': 22.366949, 'lng': 112.581953}","['', '']",,,,,,[]
ChIJf_q5lxgHqjYRG7kHecGJmq4,開平碉樓,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,,22,,0750 226 3637,中國广东省江门市开平市五五五县道 邮政编码: 529367,,,,"{'lat': 22.370441, 'lng': 112.580038}","['世界古跡，很讚', '22年4月時点は入場する際に48時間以内のPCR検査が必要となる。この春の時期は田に水もはり美しい農村建築と田園風景が楽しめる。市内の中心部からは50CNY前後でタクシーで到着。6-9月は雨季なので靴や雨具に注意。\n\n所要時間は60-90分程度。中に入れる建築は限定されているが、当時の生活感が感じれる。\n今も生活されている居住者がおり、進入禁止ルートもあるので注意。\n\n屋上からのけしきは美しい。階段が細く急なので子供連れて訪問する際は手を引いて。\n\n事前にアプリでチケット、複数訪問可能な種類を購入しておくと良い。', 'Khai Bình Điêu Lâu (chữ Hán: 开平碉楼) là các tháp bảo vệ nhiều tầng được xây dựng bằng bê tông cốt thép ở các thôn làng nằm chủ yếu tại huyện Khai Bình, Giang Môn, Quảng Đông, Trung Quốc.[1] Năm 2007, UNESCO đã công nhận Điêu Lâu Khai Bình và các làng là một Di sản thế giới bao gồm 4 khu vực làng riêng biệt tại Khai Bình là Tam Môn Lý, Lâu Quần thôn, Cẩm Giang Lý và cụm làng Mã Giáng Long.\n\nTừ thời nhà Minh việc xây dựng các tháp cao được gia cố chắc chắn để chống trộm cướp đã là một truyền thống ở Khai Bình, các tháp này vừa đảm nhiệm chức năng quan sát và canh phòng, vừa có thể được sử dụng làm nơi ở cho các gia đình, đặc biệt là các gia đình giàu có. Từ giữa thế kỷ 19 đến đầu thế kỷ 20, phong trào xây dựng các điêu lâu phát triển mạnh ở đây cùng với sự trở về của những người Trung Quốc di cư sang Hoa Kỳ, Úc hay các nước Nam Á. Được xây dựng bằng bê tông cốt thép cùng những chi tiết kiến trúc và trang trí chịu ảnh hưởng của cả văn hóa Trung Quốc và văn hóa phương Tây, các điêu lâu thể hiện sự pha trộn văn hóa độc đáo của phương Đông và phương Tây nhờ vai trò của những di dân Trung Quốc.[2]\n\nHiện nay còn khoảng 1.800 điêu lâu tồn tại ở Khai Bình, các công trình này cùng tổ hợp làng mạc lân cận đã được UNESCO công nhận là Di sản thế giới vào năm 2007.', '我是20年前看看的 很好看，历史学习的', '沉淀的近代史。']",,,,,,"['ng', 'nh', 'th', 'tr', 'ch', 'Khai', 'Qu', 'ph', 'Trung', 'gi']"
ChIJJexPdCIHqjYRIre4TtZKDDo,Zilicun,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,22,,,中國廣東省江門市開平市9HCH+HXC 邮政编码: 529361,,,,"{'lat': 22.37144099999999, 'lng': 112.579876}","['建議找一個導遊逛，比較能瞭解背景', '一個保育得不錯的，世界文化遺產～', '開平碉樓群出名景點之一。', '众多碉楼古迹确实很有观赏价值，参观门票78元算比较贵。各种标示牌大多只提供建筑学上信息，如增加各楼主的生平事迹、人生机遇和后人状况，会有趣生动的多。', 'Must see, UNESCO Heritage.']",,,,,,"['一個', '建議', '導遊', '比較', '瞭解', '不錯', '遺產', '開平', '碉樓', '景點']"
ChIJO13PKVqlQjQRqiLMV6qgXwA,淡水3D意象彩繪階梯,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",3.8,,249,,,251台灣新北市淡水區中正路202號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.1705158, 'lng': 121.4398717}","['淡水老街，特色街梯巳經完全看不到僅剩彩繪牆，重建以日本警官宿舍名開放參觀（後院防空洞上鎖）空洞沒有可看的', '牆壁上彩繪已經脫漆模糊,不好看~ 只是來看「日據時期淡水警官宿舍」', '現在階梯已經沒有了彩繪，挺失望的\n因為看到以前的評論，覺得階梯彩繪十分的壯觀\n現在階梯完全沒有了色彩', '2018/04/20來訪\n很有特色階梯, 從不同角度可以看到不同意象的圖繪, 上樓梯可以看到紅毛城和英國領事館, 下樓梯可以看到海洋隧道的世界...等其他彩繪.', '看不出有3D效果, 告示牌英文還有錯字，不知怎麼驗收通過的？']",,,,,,"['彩繪', '階梯', '沒有', '已經', '現在', '警官', '看到', '宿舍', '淡水', '告示牌']"
ChIJ436vLbOlQjQRkTpvZ3y_-zo,淡水漁人碼頭綠色燈塔,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,,4,,,251台灣新北市淡水區漁人碼頭,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.1835692, 'lng': 121.4053906}","['一般人習慣將燈塔與燈桿通稱為燈塔，其實兩者是不同的，雖然通稱燈塔無妨，我們還是要認識它。燈塔（LightHouse）與燈桿（Light Pole）於功用上有所區別，燈塔主要用於指引船隻，防避航行危險；而燈桿則用以指引船隻入港停泊，故而通常會將燈桿設計成一對兩桿，矗立於港口入港處。\n\n西元1910 年代，在淡水渡船頭燈桿的燈色為紅色，與之相對的另一隻燈桿則為綠色，設置地點則位於現今淡水的干蓁林一帶（鼻仔頭安樂伯廟上方），然而如今卻只留存渡船頭燈桿(後續查證中)。\n\n日本人於埔頂另設一燈塔，與淡水燈塔形成高、低之相互搭配。並在1910 年代新建兩座燈桿，根據文史工作的說法：「船隻進淡水港只要白（淡水港燈塔）、紅（渡船頭燈桿）、綠（干蓁林燈桿）對成一線入港就是安全航道。」\n\n目前在淡水第二漁港，這兩座紅色和綠色燈塔，則是由台灣漁業局在民國77年建造。', '雖然這個燈塔很綠，但是我認為紅燈塔在目前環境下的表現比較優秀，所以我只會給他排在mid B。', '', '']",,,,,,"['燈塔', '燈桿', '淡水', '頭燈桿', '入港', '渡船', '通稱', '雖然', '1910', '紅色']"
ChIJm1cTagCfQjQRv1QCEgQXK1E,沙崙里海灘,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",,,0,,,337台灣桃園市大園區4645+FG,,,,"{'lat': 25.106237, 'lng': 121.208775}",[],,,,,,[]
ChIJFYGU-iugQjQRVj2RGnGz8uM,坑口彩繪村,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",3.7,"{'language': 'zh-TW', 'overview': '別緻、豐富的拍照景點，有野生動物、風景、卡通人物的壁畫。'}",2930,,03 354 4246,338台灣桃園市蘆竹區坑口,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['星期一: 06:00 – 17:00', '星期二: 06:00 – 17:00', '星期三: 06:00 – 17:00', '星期四: 06:00 – 17:00', '星期五: 06:00 – 17:00', '星期六: 06:00 – 17:00', '星期日: 06:00 – 17:00']}",,,"{'lat': 25.09087839999999, 'lng': 121.2669554}","['受到航空城興建工程影響，整體環境已稱不上是景點了。\n彩繪顏色褪色、圖案不全、修補中？被雜物遮擋、路徑缺少維護……\n不推薦前往。', '彩繪村快拆了，許多居民都搬遷，部分彩繪已被雜草遮擋，似乎沒啥維護，若想拍彩繪牆的人，行動要快。', '規劃的動線不是很好\n很多畫也都被草擋住了\n去了一趟不用10分鐘就結束了', '很多住戶已被徵收搬遷，顯得有些沒落和荒涼，拍大範圍彩繪會有拍到封門窗木板的窘況', '機捷從A1臺北車站到A11坑口站，站前有ubike可騎乘，走路約10分鐘，沿途貨車速度較快要小心；蘆竹坑口彩繪村，過去因村內的牆面彩繪與農村美景而聞名，但該地剛好處在航空城徵收區，美麗的景象可能消失走入歷史。目前很多牆面彩繪好像少整理與照顧，很多屋況都用木片蓋住窗戶與牆面，整個村莊小道欠缺整理較荒涼。']",,,,,,"['彩繪', '徵收', '遮擋', '維護', '彩繪村', '10', '分鐘', '荒涼', '牆面', '坑口']"
ChIJnbRYX9CfQjQR8SYhZAHfqCY,竹圍漁港南堤 紅燈塔,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,,12,,,台灣桃園市大園區46CQ+8M,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.120753, 'lng': 121.239225}","['人很多,東西跟景都還好', '風超級大', '釣魚客更方便了!', '很美的地方', '']",,,,,,"['東西', '跟景', '還好', '風超級', '釣魚', '美的', '方便', '很多', '地方']"
